web-scraper-order,web-scraper-start-url,City,Russian name,Federal subject
"1653020618-405","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnoye Selo","Красное Село","Saint Petersburg"
"1653020618-1005","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volgograd","Волгоград","Volgograd Oblast"
"1653020618-497","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Marks","Маркс","Saratov Oblast"
"1653020618-786","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Severodvinsk","Северодвинск","Arkhangelsk Oblast"
"1653020618-1090","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zernograd","Зерноград","Rostov Oblast"
"1653020618-277","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kaluga","Калуга","Kaluga Oblast"
"1653020618-410","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasny Kut","Красный Кут","Saratov Oblast"
"1653020618-1007","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volkhov","Волхов","Leningrad Oblast"
"1653020618-764","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Saratov","Саратов","Saratov Oblast"
"1653020618-576","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nikolsk","Никольск","Vologda Oblast"
"1653020618-1045","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yekaterinburg","Екатеринбург","Sverdlovsk Oblast"
"1653020618-1075","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zapolyarny","Заполярный","Murmansk Oblast"
"1653020618-611","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novosokolniki","Новосокольники","Pskov Oblast"
"1653020618-676","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pervouralsk","Первоуральск","Sverdlovsk Oblast"
"1653020618-933","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tuapse","Туапсе","Krasnodar Krai"
"1653020618-865","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Stary Oskol","Старый Оскол","Belgorod Oblast"
"1653020618-183","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dolgoprudny","Долгопрудный","Moscow Oblast"
"1653020618-279","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kambarka","Камбарка","Udmurtia"
"1653020618-1068","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yuzhnouralsk","Южноуральск","Chelyabinsk Oblast"
"1653020618-502","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Medyn","Медынь","Kaluga Oblast"
"1653020618-325","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kimovsk","Кимовск","Tula Oblast"
"1653020618-379","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kotelnich","Котельнич","Kirov Oblast"
"1653020618-975","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Valday","Валдай","Novgorod Oblast"
"1653020618-485","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Makhachkala","Махачкала","Dagestan"
"1653020618-652","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ostashkov","Осташков","Tver Oblast"
"1653020618-232","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gremyachinsk","Гремячинск","Perm Krai"
"1653020618-1041","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yasnogorsk","Ясногорск","Tula Oblast"
"1653020618-899","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tara","Тара","Omsk Oblast"
"1653020618-553","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Naukan","Наукан","Chukotka Autonomous Okrug"
"1653020618-742","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rostov","Ростов","Yaroslavl Oblast"
"1653020618-989","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Verkhnyaya Salda","Верхняя Салда","Sverdlovsk Oblast"
"1653020618-250","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Innopolis","Иннополис","Republic of Tatarstan"
"1653020618-791","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sevsk","Севск","Bryansk Oblast"
"1653020618-193","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dukhovshchina","Духовщина","Smolensk Oblast"
"1653020618-696","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Podporozhye","Подпорожье","Leningrad Oblast"
"1653020618-805","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shchyokino","Щёкино","Tula Oblast"
"1653020618-669","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pechory","Печоры","Pskov Oblast"
"1653020618-993","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vesyegonsk","Весьегонск","Tver Oblast"
"1653020618-793","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shagonar","Шагонар","Tuva Republic"
"1653020618-650","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Osa","Оса","Perm Krai"
"1653020618-42","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Arsk","Арск","Republic of Tatarstan[1]"
"1653020618-732","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ramenskoye","Раменское","Moscow Oblast"
"1653020618-350","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Klintsy","Клинцы","Bryansk Oblast"
"1653020618-1087","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zelenograd","Зеленоград","Moscow"
"1653020618-61","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Balakovo","Балаково","Saratov Oblast"
"1653020618-292","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Karabanovo","Карабаново","Vladimir Oblast"
"1653020618-409","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasny Kholm","Красный Холм","Tver Oblast"
"1653020618-107","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bogdanovich","Богданович","Sverdlovsk Oblast"
"1653020618-776","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sengiley","Сенгилей","Ulyanovsk Oblast"
"1653020618-240","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gukovo","Гуково","Rostov Oblast"
"1653020618-224","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gornozavodsk","Горнозаводск","Perm Krai"
"1653020618-63","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Balashov","Балашов","Saratov Oblast"
"1653020618-407","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnoznamensk","Краснознаменск","Kaliningrad Oblast"
"1653020618-101","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Biysk","Бийск","Altai Krai"
"1653020618-546","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nadym","Надым","Yamalo-Nenets Autonomous Okrug"
"1653020618-715","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Prokhladny","Прохладный","Kabardino-Balkar Republic"
"1653020618-910","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Terek","Терек","Kabardino-Balkar Republic"
"1653020618-663","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Partizansk","Партизанск","Primorsky Krai"
"1653020618-680","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Petrov Val","Петров Вал","Volgograd Oblast"
"1653020618-963","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Usolye-Sibirskoye","Усолье-Сибирское","Irkutsk Oblast"
"1653020618-508","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Meshchovsk","Мещовск","Kaluga Oblast"
"1653020618-305","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kasli","Касли","Chelyabinsk Oblast"
"1653020618-1084","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zelenodolsk","Зеленодольск","Republic of Tatarstan"
"1653020618-751","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rybinsk","Рыбинск","Yaroslavl Oblast"
"1653020618-851","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sovetskaya Gavan","Советская Гавань","Khabarovsk Krai"
"1653020618-154","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chernyakhovsk","Черняховск","Kaliningrad Oblast"
"1653020618-466","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lomonosov","Ломоносов","Saint Petersburg"
"1653020618-884","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Svetlogorsk","Светлогорск","Kaliningrad Oblast"
"1653020618-956","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uren","Урень","Nizhny Novgorod Oblast"
"1653020618-757","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Salair","Салаир","Kemerovo Oblast"
"1653020618-310","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kedrovy","Кедровый","Tomsk Oblast"
"1653020618-140","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chebarkul","Чебаркуль","Chelyabinsk Oblast"
"1653020618-603","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novomichurinsk","Новомичуринск","Ryazan Oblast"
"1653020618-706","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Porkhov","Порхов","Pskov Oblast"
"1653020618-563","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nelidovo","Нелидово","Tver Oblast"
"1653020618-36","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ardon","Ардон","Republic of North Ossetia–Alania"
"1653020618-799","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sharypovo","Шарыпово","Krasnoyarsk Krai"
"1653020618-844","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sosnogorsk","Сосногорск","Komi Republic"
"1653020618-428","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kurovskoye","Куровское","Moscow Oblast"
"1653020618-756","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Saint Petersburg","Санкт-Петербург","Saint Petersburg"
"1653020618-810","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shikhany","Шиханы","Saratov Oblast"
"1653020618-644","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Opochka","Опочка","Pskov Oblast"
"1653020618-976","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Valuyki","Валуйки","Belgorod Oblast"
"1653020618-19","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Alexandrovsk-Sakhalinsky","Александровск-Сахалинский","Sakhalin Oblast"
"1653020618-11","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Aksay","Аксай","Rostov Oblast"
"1653020618-837","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Solnechnogorsk","Солнечногорск","Moscow Oblast"
"1653020618-213","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gatchina","Гатчина","Leningrad Oblast"
"1653020618-602","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novokuznetsk","Новокузнецк","Kemerovo Oblast"
"1653020618-1099","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zhirnovsk","Жирновск","Volgograd Oblast"
"1653020618-876","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Suoyarvi","Суоярви","Karelia"
"1653020618-230","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Goryachy Klyuch","Горячий Ключ","Krasnodar Krai"
"1653020618-636","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Oktyabrsky","Октябрьский","Republic of Bashkortostan"
"1653020618-283","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kamensk-Shakhtinsky","Каменск-Шахтинский","Rostov Oblast"
"1653020618-801","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shatura","Шатура","Moscow Oblast"
"1653020618-1097","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zherdevka","Жердевка","Tambov Oblast"
"1653020618-188","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dorogobuzh","Дорогобуж","Smolensk Oblast"
"1653020618-1057","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yoshkar-Ola","Йошкар-Ола","Mari El"
"1653020618-1076","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zaraysk","Зарайск","Moscow Oblast"
"1653020618-16","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Aleksin","Алексин","Tula Oblast"
"1653020618-971","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uvarovo","Уварово","Tambov Oblast"
"1653020618-857","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Spassk-Ryazansky","Спасск-Рязанский","Ryazan Oblast"
"1653020618-735","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Reutov","Реутов","Moscow Oblast"
"1653020618-522","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Minusinsk","Минусинск","Krasnoyarsk Krai"
"1653020618-781","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Serov","Серов","Sverdlovsk Oblast"
"1653020618-469","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lukhovitsy","Луховицы","Moscow Oblast"
"1653020618-453","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lermontov","Лермонтов","Stavropol Krai"
"1653020618-198","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Elektrogorsk","Электрогорск","Moscow Oblast"
"1653020618-729","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pyt-Yakh","Пыть-Ях","Khanty-Mansi Autonomous Okrug"
"1653020618-1013","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volzhsk","Волжск","Mari El"
"1653020618-136","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chadan","Чадан","Tuva Republic"
"1653020618-449","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Leninogorsk","Лениногорск","Republic of Tatarstan"
"1653020618-721","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pudozh","Пудож","Karelia"
"1653020618-770","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sebezh","Себеж","Pskov Oblast"
"1653020618-204","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Fatezh","Фатеж","Kursk Oblast"
"1653020618-143","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chekalin","Чекалин","Tula Oblast"
"1653020618-470","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lukoyanov","Лукоянов","Nizhny Novgorod Oblast"
"1653020618-1058","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yubileyny","Юбилейный","Moscow Oblast"
"1653020618-108","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bogoroditsk","Богородицк","Tula Oblast"
"1653020618-934","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tula","Тула","Tula Oblast"
"1653020618-672","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Peresvet","Пересвет","Moscow Oblast"
"1653020618-182","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dobryanka","Добрянка","Perm Krai"
"1653020618-424","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kurgan","Курган","Kurgan Oblast"
"1653020618-909","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Temryuk","Темрюк","Krasnodar Krai"
"1653020618-425","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kurganinsk","Курганинск","Krasnodar Krai"
"1653020618-535","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mozhga","Можга","Udmurtia"
"1653020618-544","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mytishchi","Мытищи","Moscow Oblast"
"1653020618-822","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Slavgorod","Славгород","Altai Krai"
"1653020618-941","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tynda","Тында","Amur Oblast"
"1653020618-1042","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yasny","Ясный","Orenburg Oblast"
"1653020618-1002","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vladivostok","Владивосток","Primorsky Krai"
"1653020618-530","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mosalsk","Мосальск","Kaluga Oblast"
"1653020618-106","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bodaybo","Бодайбо","Irkutsk Oblast"
"1653020618-919","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tomari","Томари","Sakhalin Oblast"
"1653020618-368","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kopeysk","Копейск","Chelyabinsk Oblast"
"1653020618-517","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mikhaylovsk","Михайловск","Sverdlovsk Oblast"
"1653020618-423","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kurchatov","Курчатов","Kursk Oblast"
"1653020618-983","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vereshchagino","Верещагино","Perm Krai"
"1653020618-356","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kolchugino","Кольчугино","Vladimir Oblast"
"1653020618-270","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kadnikov","Кадников","Vologda Oblast"
"1653020618-913","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tikhoretsk","Тихорецк","Krasnodar Krai"
"1653020618-548","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nalchik","Нальчик","Kabardino-Balkar Republic"
"1653020618-1078","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zarechny","Заречный","Sverdlovsk Oblast"
"1653020618-840","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sorochinsk","Сорочинск","Orenburg Oblast"
"1653020618-835","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Solikamsk","Соликамск","Perm Krai"
"1653020618-616","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novovoronezh","Нововоронеж","Voronezh Oblast"
"1653020618-593","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novoalexandrovsk","Новоалександровск","Stavropol Krai"
"1653020618-804","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shchuchye","Щучье","Kurgan Oblast"
"1653020618-1110","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zuyevka","Зуевка","Kirov Oblast"
"1653020618-1006","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volgorechensk","Волгореченск","Kostroma Oblast"
"1653020618-139","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chaykovsky","Чайковский","Perm Krai"
"1653020618-5","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Achinsk","Ачинск","Krasnoyarsk Krai"
"1653020618-981","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Velsk","Вельск","Arkhangelsk Oblast"
"1653020618-239","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gudermes","Гудермес","Chechen Republic"
"1653020618-659","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ozyorsk","Озёрск","Chelyabinsk Oblast"
"1653020618-264","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ivanteyevka","Ивантеевка","Moscow Oblast"
"1653020618-702","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Polevskoy","Полевской","Sverdlovsk Oblast"
"1653020618-833","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sokolniki","Сокольники","Tula Oblast"
"1653020618-699","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pokrov","Покров","Vladimir Oblast"
"1653020618-536","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mtsensk","Мценск","Oryol Oblast"
"1653020618-760","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Salsk","Сальск","Rostov Oblast"
"1653020618-766","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sasovo","Сасово","Ryazan Oblast"
"1653020618-808","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shelekhov","Шелехов","Irkutsk Oblast"
"1653020618-6","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Adygeysk","Адыгейск","Republic of Adygea"
"1653020618-178","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dmitriyev","Дмитриев","Kursk Oblast"
"1653020618-531","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Moskovsky","Московский","Moscow"
"1653020618-552","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Naryan-Mar","Нарьян-Мар","Nenets Autonomous Okrug"
"1653020618-1009","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vologda","Вологда","Vologda Oblast"
"1653020618-907","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Teberda","Теберда","Karachay-Cherkessia"
"1653020618-168","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dankov","Данков","Lipetsk Oblast"
"1653020618-836","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sol-Iletsk","Соль-Илецк","Orenburg Oblast"
"1653020618-966","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ust-Ilimsk","Усть-Илимск","Irkutsk Oblast"
"1653020618-741","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rossosh","Россошь","Voronezh Oblast"
"1653020618-900","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tarko-Sale","Тарко-Сале","Yamalo-Nenets Autonomous Okrug"
"1653020618-146","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Cherdyn","Чердынь","Perm Krai"
"1653020618-460","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lipetsk","Липецк","Lipetsk Oblast"
"1653020618-1029","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vysokovsk","Высоковск","Moscow Oblast"
"1653020618-176","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dimitrovgrad","Димитровград","Ulyanovsk Oblast"
"1653020618-978","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Veliky Novgorod","Великий Новгород","Novgorod Oblast"
"1653020618-371","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Korkino","Коркино","Chelyabinsk Oblast"
"1653020618-32","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Aprelevka","Апрелевка","Moscow Oblast"
"1653020618-2","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Abaza","Абаза","Republic of Khakassia"
"1653020618-885","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Svetlograd","Светлоград","Stavropol Krai"
"1653020618-647","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Orenburg","Оренбург","Orenburg Oblast"
"1653020618-126","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bronnitsy","Бронницы","Moscow Oblast"
"1653020618-958","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uryupinsk","Урюпинск","Volgograd Oblast"
"1653020618-388","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kozelsk","Козельск","Kaluga Oblast"
"1653020618-1091","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zeya","Зея","Amur Oblast"
"1653020618-1040","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yartsevo","Ярцево","Smolensk Oblast"
"1653020618-957","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Urus-Martan","Урус-Мартан","Chechen Republic"
"1653020618-613","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novoulyanovsk","Новоульяновск","Ulyanovsk Oblast"
"1653020618-122","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Borovichi","Боровичи","Novgorod Oblast"
"1653020618-792","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shadrinsk","Шадринск","Kurgan Oblast"
"1653020618-121","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Borodino","Бородино","Krasnoyarsk Krai"
"1653020618-124","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Borzya","Борзя","Zabaykalsky Krai"
"1653020618-261","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Istra","Истра","Moscow Oblast"
"1653020618-858","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Srednekolymsk","Среднеколымск","Sakha Republic"
"1653020618-1049","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yelnya","Ельня","Smolensk Oblast"
"1653020618-704","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Polyarnye Zori","Полярные Зори","Murmansk Oblast"
"1653020618-937","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Turinsk","Туринск","Sverdlovsk Oblast"
"1653020618-127","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bryansk","Брянск","Bryansk Oblast"
"1653020618-927","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Troitsk","Троицк","Moscow"
"1653020618-880","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sursk","Сурск","Penza Oblast"
"1653020618-276","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kaltan","Калтан","Kemerovo Oblast"
"1653020618-790","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Seversk","Северск","Tomsk Oblast"
"1653020618-418","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kudymkar","Кудымкар","Perm Krai"
"1653020618-172","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Demidov","Демидов","Smolensk Oblast"
"1653020618-402","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnouralsk","Красноуральск","Sverdlovsk Oblast"
"1653020618-12","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Alagir","Алагир","Republic of North Ossetia–Alania"
"1653020618-259","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Isilkul","Исилькуль","Omsk Oblast"
"1653020618-589","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nolinsk","Нолинск","Kirov Oblast"
